Year,Therapeutic Name,Eventual Brand Name,NDC Code,"Active Pharmaceutical Ingredient","Gene Delivery System",Targeting Strategy,Delivery Method,NCT ID,Study URL,Study Type,Phase,Trial Status,clinical trial purpose,Therapeutic Purpose,Disease Studied by Clinical Trial,DIsease Targeted by Intervention,Disease Type ,Reason for Termination,Clinical Trial Start Date,Clinical Trial End Date,"Clinical Trial Duration
(Months)",Clinical Trial Size,Enrolled type,Row in the US Polulation sheet that corresponds to the year,Column in the US Population sheet that correspoinds to the age group,Address in the US Population sheet that corresponds to the year and age group,Sex,Age,,Target Population Size,Estimated Disease Prevalence,Estimated Population Affected by Disease,Target Population Indicator,Uptake Propensity,Estimated Potential Impact,Population Multiplier using Age/Sex,Population Impacted,Entity,Entity Type,Entity Employee Count,Entity Size,Entity Research Status,Sponsor,Sponsor Type,Sponsor Class,Collaborators,Manufacturer,Treatment Cost
2022,mrna-1273.214,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05584202,https://clinicaltrials.gov/study/NCT05584202,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,9/30/22,3/8/25,29.7,700,ESTIMATED,9,3,'1a.1. US Population'!$C$9,ALL,CHILD,COVID-19,"73,029,941",1.38%,"1,007,191",Common,41.95%,"30,636,060",0.226670872,"12,309,808","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273.214,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05585632,https://clinicaltrials.gov/study/NCT05585632,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza, RSV",COVID-19,Infectious,N/A,10/14/22,2/28/24,16.7,392,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.65%,"208,415,212",0.773329128,"41,997,163","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2023,mrna-1273.222,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05815498,https://clinicaltrials.gov/study/NCT05815498,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/28/23,4/18/25,25.1,14246,ACTUAL,8,8,'1a.1. US Population'!$H$8,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,46.36%,"149,359,569",1,"3,285,137","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2020,mrna-1273.222,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04649151,https://clinicaltrials.gov/study/NCT04649151,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,12/9/20,6/14/24,42.8,4331,ACTUAL,11,6,'1a.1. US Population'!$F$11,ALL,"CHILD, ADULT",COVID-19,"274,482,899",0.89%,"2,455,274",Common,41.95%,"115,145,576",0.851942052,"943,222","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Biomedical Advanced Research and Development Authority""","ModernaTX, Inc.",$141.80 
2021,mrna-1273.222,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.222,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04889209,https://clinicaltrials.gov/study/NCT04889209,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,5/28/21,6/16/23,25,867,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.231,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2020,mrna-1273.351,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04405076,https://clinicaltrials.gov/study/NCT04405076,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/29/20,10/28/21,17.2,660,ACTUAL,11,7,'1a.1. US Population'!$G$11,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",1.44%,"3,584,405",Common,67.69%,"168,658,393",0.773329128,"856,186","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Biomedical Advanced Research and Development Authority""","ModernaTX, Inc.",$141.80 
2022,mrna-1273.351,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05289037,https://clinicaltrials.gov/study/NCT05289037,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/30/22,11/22/23,20.1,1270,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.65%,"208,415,212",0.773329128,"41,997,163",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.351,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04785144,https://clinicaltrials.gov/study/NCT04785144,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"COVID-19, COVID-19 Immunisation",COVID-19,Infectious,N/A,3/31/21,7/5/22,15.4,135,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,"""ModernaTX, Inc.""","ModernaTX, Inc.",$141.80 
2021,mrna-1273.529,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273.529,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05289037,https://clinicaltrials.gov/study/NCT05289037,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/30/22,11/22/23,20.1,1270,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.65%,"208,415,212",0.773329128,"41,997,163",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.617.2,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273.617.2,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05289037,https://clinicaltrials.gov/study/NCT05289037,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/30/22,11/22/23,20.1,1270,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.65%,"208,415,212",0.773329128,"41,997,163",National Institute of Allergy and Infectious Diseases (NIAID),NIH,non-industry,Non-Industry,TRUE,National Institute of Allergy and Infectious Diseases (NIAID),SPONSOR,NIH,N/A,"ModernaTX, Inc.",$141.80 
2023,mrna-1273.815,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05815498,https://clinicaltrials.gov/study/NCT05815498,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/28/23,4/18/25,25.1,14246,ACTUAL,8,8,'1a.1. US Population'!$H$8,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,46.36%,"149,359,569",1,"3,285,137","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1273.815,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04927065,https://clinicaltrials.gov/study/NCT04927065,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,5/28/21,11/17/23,30.1,5404,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2022,mrna-1273.815,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05436834,https://clinicaltrials.gov/study/NCT05436834,Interventional,Phase 3,Recruiting,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,6/21/22,10/27/25,40.8,1860,ESTIMATED,9,3,'1a.1. US Population'!$C$9,ALL,CHILD,COVID-19,"73,029,941",1.38%,"1,007,191",Common,41.95%,"30,636,060",0.226670872,"12,309,808","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna-1283,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05137236,https://clinicaltrials.gov/study/NCT05137236,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,12/6/21,3/23/23,15.7,540,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1283,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04813796,https://clinicaltrials.gov/study/NCT04813796,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,3/11/21,7/25/23,28.9,104,ACTUAL,10,4,'1a.1. US Population'!$D$10,ALL,ADULT,COVID-19,"201,452,958",2.61%,"5,258,259",Common,67.69%,"136,367,853",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1283.211,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05137236,https://clinicaltrials.gov/study/NCT05137236,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,12/6/21,3/23/23,15.7,540,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1283.222,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05815498,https://clinicaltrials.gov/study/NCT05815498,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/28/23,4/18/25,25.1,14246,ACTUAL,8,8,'1a.1. US Population'!$H$8,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,46.36%,"149,359,569",1,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2021,mrna-1283.529,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05137236,https://clinicaltrials.gov/study/NCT05137236,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,SARS-CoV-2,COVID-19,Infectious,N/A,12/6/21,3/23/23,15.7,540,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1283.815,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05815498,https://clinicaltrials.gov/study/NCT05815498,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/28/23,4/18/25,25.1,14246,ACTUAL,8,8,'1a.1. US Population'!$H$8,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,46.36%,"149,359,569",1,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2016,mrna-1325,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT03014089,https://clinicaltrials.gov/study/NCT03014089,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,Zika Virus,Zika Virus,Infectious,N/A,12/21/16,7/31/19,31.7,90,ACTUAL,15,4,'1a.1. US Population'!$D$15,ALL,ADULT,Zika Virus,"200,063,580",0.00%,23,Ultra-Rare,67.69%,"135,427,353",0.620023687,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,"""Biomedical Advanced Research and Development Authority""","ModernaTX, Inc.",N/A
2021,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05127434,https://clinicaltrials.gov/study/NCT05127434,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,Respiratory Syncytial Virus,Respiratory Syncytial Virus,Infectious,N/A,11/17/21,8/25/25,45.9,36814,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,67.69%,"168,658,393",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05330975,https://clinicaltrials.gov/study/NCT05330975,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,Respiratory Syncytial Virus,Respiratory Syncytial Virus,Infectious,N/A,4/1/22,11/12/24,31.9,3800,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,83.65%,"208,415,212",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06067230,https://clinicaltrials.gov/study/NCT06067230,Interventional,Phase 3,Active Not Recruiting,PREVENTION,PREVENTION,Respiratory Syncytial Virus,Respiratory Syncytial Virus,Infectious,N/A,10/6/23,7/30/26,34.3,1150,ESTIMATED,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,83.19%,"207,265,441",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06060457,https://clinicaltrials.gov/study/NCT06060457,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,Respiratory Syncytial Virus,Respiratory Syncytial Virus,Infectious,N/A,9/25/23,6/7/24,8.5,1900,ACTUAL,8,5,'1a.1. US Population'!$E$8,ALL,OLDER_ADULT,Respiratory Syncytial Virus,"47,702,041",0.04%,"17,548",Rare,83.19%,"39,682,064",0.148057948,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06097299,https://clinicaltrials.gov/study/NCT06097299,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,Respiratory Syncytial Virus,Respiratory Syncytial Virus,Infectious,N/A,10/24/23,3/4/25,16.6,400,ESTIMATED,8,3,'1a.1. US Population'!$C$8,ALL,CHILD,Respiratory Syncytial Virus,"73,029,941",0.02%,"11,033",Rare,46.36%,"33,855,464",0.226670872,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06143046,https://clinicaltrials.gov/study/NCT06143046,Interventional,Phase 2,Recruiting,PREVENTION,PREVENTION,Respiratory Syncytial Virus,Respiratory Syncytial Virus,Infectious,N/A,11/15/23,2/18/26,27.5,360,ESTIMATED,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,Respiratory Syncytial Virus,"201,452,958",0.04%,"74,107",Rare,83.19%,"167,583,377",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05397223,https://clinicaltrials.gov/study/NCT05397223,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"SARS-CoV-2, Seasonal Influenza, Respiratory Syncytial Virus, Cytomegalovirus",Respiratory Syncytial Virus,Infectious,N/A,5/24/22,2/21/26,45.6,308,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,83.65%,"208,415,212",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05743881,https://clinicaltrials.gov/study/NCT05743881,Interventional,Phase 1,Active Not Recruiting,TREATMENT,TREATMENT,"Respiratory Syncytial Virus, Human Metapneumovirus",Respiratory Syncytial Virus,Infectious,N/A,2/15/23,7/30/26,42,310,ESTIMATED,8,3,'1a.1. US Population'!$C$8,ALL,CHILD,Respiratory Syncytial Virus,"73,029,941",0.02%,"11,033",Rare,100.00%,"11,033",0.226670872,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2020,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT04528719,https://clinicaltrials.gov/study/NCT04528719,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,Respiratory Syncytial Virus,Respiratory Syncytial Virus,Infectious,N/A,9/30/20,7/18/24,46.2,651,ACTUAL,11,8,'1a.1. US Population'!$H$11,ALL,"CHILD, ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"322,184,940",0.02%,"50,628",Rare,41.95%,"135,156,583",1,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05585632,https://clinicaltrials.gov/study/NCT05585632,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza, RSV",Respiratory Syncytial Virus,Infectious,N/A,10/14/22,2/28/24,16.7,392,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,83.65%,"208,415,212",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1345,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05572658,https://clinicaltrials.gov/study/NCT05572658,Observational,Observational,Active Not Recruiting,PREVENTION,PREVENTION,Respiratory Syncytial Virus,Respiratory Syncytial Virus,Infectious,N/A,9/15/22,6/30/26,46.1,11010,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,83.65%,"208,415,212",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1365,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05743881,https://clinicaltrials.gov/study/NCT05743881,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"Respiratory Syncytial Virus, Human Metapneumovirus",Respiratory Syncytial Virus,Infectious,N/A,2/15/23,7/30/26,42,310,ESTIMATED,8,3,'1a.1. US Population'!$C$8,ALL,CHILD,Respiratory Syncytial Virus,"73,029,941",0.02%,"11,033",Rare,46.36%,"33,855,464",0.226670872,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2024,mrna-1403,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06592794,https://clinicaltrials.gov/study/NCT06592794,Interventional,Phase 3,Recruiting,PREVENTION,PREVENTION,"Acute Gastroenteritis, Norovirus Acute Gastroenteritis",Norovirus,Infectious,N/A,9/24/24,5/31/27,32.6,25000,ESTIMATED,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Norovirus,"249,154,999",6.67%,"16,610,333",Common,79.15%,"197,213,032",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1403,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05992935,https://clinicaltrials.gov/study/NCT05992935,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,Norovirus Acute Gastroenteritis,Norovirus,Infectious,N/A,8/25/23,4/14/25,19.9,1285,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Norovirus,"249,154,999",6.67%,"16,610,333",Common,83.19%,"207,265,441",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1405,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05992935,https://clinicaltrials.gov/study/NCT05992935,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,Norovirus Acute Gastroenteritis,Norovirus,Infectious,N/A,8/25/23,4/14/25,19.9,1285,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Norovirus,"249,154,999",6.67%,"16,610,333",Common,83.19%,"207,265,441",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
